County,Region,State,Above or Below?,Avg. Adult Obesity (% of pop),Avg. Adult Smokers (% of pop),Avg. Food Insecure (% of pop),Avg. Physically Inactive (% of pop),Avg. Regional Obesity Rate,Latitude (generated),Longitude (generated)
Scott,South,Kentucky,2% below,31%,21%,13%,24%,33%,38.3021,-84.5863
Franklin,South,Tennessee,2% below,31%,21%,14%,34%,33%,35.1755,-86.0823
Stewart,South,Tennessee,2% below,31%,22%,16%,39%,33%,36.5021,-87.8332
Marion,South,Tennessee,2% below,31%,23%,16%,37%,33%,35.1518,-85.6252
Parker,South,Texas,2% below,31%,14%,17%,32%,33%,32.7816,-97.8046
Freestone,South,Texas,2% below,31%,15%,19%,27%,33%,31.7139,-96.1581
Nolan,South,Texas,2% below,31%,16%,17%,29%,33%,32.3092,-100.4063
Cass,South,Texas,2% below,31%,17%,24%,27%,33%,33.101,-94.3483
Washington,South,Virginia,2% below,31%,17%,11%,28%,33%,36.7615,-81.9556
Charlton,South,Georgia,2% below,31%,18%,17%,29%,33%,30.7162,-82.1044
Madison,South,Texas,2% below,31%,19%,21%,29%,33%,30.9585,-95.9474
Twiggs,South,Georgia,2% below,31%,21%,22%,32%,33%,32.6753,-83.4428
Bracken,South,Kentucky,2% below,31%,22%,15%,30%,33%,38.7151,-84.0765
Sevier,South,Tennessee,2% below,31%,22%,15%,40%,33%,35.8034,-83.5126
Weakley,South,Tennessee,2% below,31%,25%,19%,35%,33%,36.2879,-88.74
Meigs,South,Tennessee,2% below,31%,25%,17%,34%,33%,35.5206,-84.8014
Clay,South,Texas,2% below,31%,14%,17%,32%,33%,33.81,-98.2007
Midland,South,Texas,2% below,31%,15%,13%,26%,33%,31.8364,-102.0316
Sterling,South,Texas,2% below,31%,16%,15%,28%,33%,31.8222,-101.0451
Trinity,South,Texas,2% below,31%,17%,20%,30%,33%,31.1046,-95.1246
Alleghany,South,Virginia,2% below,31%,17%,12%,27%,33%,37.7788,-80.1069
Heard,South,Georgia,2% below,31%,18%,18%,28%,33%,33.2797,-85.1124
Culberson,South,Texas,2% below,31%,18%,11%,29%,33%,31.3019,-104.4978
Catawba,South,North Carolina,2% below,31%,19%,16%,30%,33%,35.6888,-81.2042
Woodford,South,Kentucky,2% below,31%,20%,12%,30%,33%,38.0212,-84.7437
Patrick,South,Virginia,2% below,31%,20%,13%,27%,33%,36.7075,-80.274
Kershaw,South,South Carolina,2% below,31%,20%,14%,29%,33%,34.3432,-80.5564
Mitchell,South,Georgia,2% below,31%,21%,22%,30%,33%,31.2606,-84.1797
Marion,South,Arkansas,2% below,31%,23%,18%,33%,33%,36.2812,-92.7095
Drew,South,Arkansas,2% below,31%,25%,25%,32%,33%,33.5851,-91.7146
Scott,South,Tennessee,2% below,31%,27%,22%,42%,33%,36.3837,-84.5112
Oconee,South,Georgia,2% below,31%,13%,10%,22%,33%,33.832,-83.416
Winkler,South,Texas,2% below,31%,14%,10%,27%,33%,31.8614,-103.0627
Lee,South,Texas,2% below,31%,15%,16%,31%,33%,30.2949,-96.8887
Powhatan,South,Virginia,2% below,31%,15%,8%,25%,33%,37.5527,-77.8872
Hemphill,South,Texas,2% below,31%,15%,13%,30%,33%,35.8244,-100.2707
Ector,South,Texas,2% below,31%,16%,13%,31%,33%,31.8599,-102.5429
Red River,South,Texas,2% below,31%,17%,23%,31%,33%,33.6418,-95.0283
Cherokee,South,Texas,2% below,31%,18%,21%,33%,33%,31.7826,-95.1853
Autauga,South,Alabama,2% below,31%,19%,14%,29%,33%,32.5081,-86.6513
Walker,South,Texas,2% below,31%,19%,24%,28%,33%,30.795,-95.5934
Decatur,South,Georgia,2% below,31%,20%,22%,28%,33%,30.8823,-84.5722
Waller,South,Texas,2% below,31%,20%,20%,27%,33%,29.9884,-95.9999
Okeechobee,South,Florida,2% below,31%,22%,17%,30%,33%,27.3016,-80.8409
Livingston,South,Kentucky,2% below,31%,22%,15%,29%,33%,37.2032,-88.3267
Morgan,South,Tennessee,2% below,31%,25%,17%,38%,33%,36.1431,-84.6653
Gibson,South,Tennessee,2% below,31%,25%,19%,34%,33%,36.0073,-88.9462
Crockett,South,Texas,2% below,31%,13%,11%,29%,33%,30.6879,-101.3732
Burnet,South,Texas,2% below,31%,15%,17%,27%,33%,30.7338,-98.1859
Garza,South,Texas,2% below,31%,15%,12%,27%,33%,33.1798,-101.298
McCulloch,South,Texas,2% below,31%,16%,15%,29%,33%,31.217,-99.3467
Orange,South,Texas,2% below,31%,16%,22%,29%,33%,30.1075,-93.8955
Comanche,South,Texas,2% below,31%,16%,18%,29%,33%,31.9702,-98.5993
King and Queen,South,Virginia,2% below,31%,18%,12%,28%,33%,37.7066,-76.8602
Bath,South,Virginia,2% below,31%,18%,11%,29%,33%,38.0555,-79.7352
Amelia,South,Virginia,2% below,31%,19%,11%,27%,33%,37.3461,-78.0427
Dorchester,South,South Carolina,2% below,31%,19%,14%,22%,33%,33.0758,-80.424
Carroll,South,Virginia,2% below,31%,20%,13%,26%,33%,36.7464,-80.7437
Caldwell,South,North Carolina,2% below,31%,21%,17%,28%,33%,35.9399,-81.5596
Tyrrell,South,North Carolina,2% below,31%,21%,18%,27%,33%,35.7969,-76.2575
Columbus,South,North Carolina,2% below,31%,23%,21%,28%,33%,34.215,-78.6198
Garland,South,Arkansas,2% below,31%,23%,19%,28%,33%,34.5809,-93.1061
Bath,South,Kentucky,2% below,31%,27%,18%,30%,33%,38.1478,-83.7763
Hancock,South,Tennessee,2% below,31%,28%,20%,39%,33%,36.4929,-83.2626
Gillespie,South,Texas,2% below,31%,13%,15%,28%,33%,30.3291,-98.9457
Lancaster,South,Virginia,2% below,31%,15%,13%,26%,33%,37.7254,-76.4625
Hall,South,Texas,2% below,31%,17%,19%,31%,33%,34.534,-100.6806
Franklin,South,Florida,2% below,31%,19%,18%,27%,33%,29.8538,-84.8366
Grady,South,Georgia,2% below,31%,20%,20%,32%,33%,30.8775,-84.2288
Russell,South,Virginia,2% below,31%,22%,14%,29%,33%,36.9262,-82.0747
Jessamine,South,Kentucky,2% below,31%,23%,15%,29%,33%,37.866,-84.572
Gallatin,South,Kentucky,2% below,31%,24%,16%,37%,33%,38.7594,-84.9018
Clay,South,Georgia,2% below,31%,25%,25%,31%,33%,31.6344,-85.0101
Concho,South,Texas,2% below,31%,14%,12%,28%,33%,31.3218,-99.8577
Parmer,South,Texas,2% below,31%,15%,12%,28%,33%,34.5279,-102.7843
McIntosh,South,Georgia,2% below,31%,16%,18%,29%,33%,31.4956,-81.4702
Milam,South,Texas,2% below,31%,16%,20%,27%,33%,30.7849,-96.9758
Chesapeake City,South,Virginia,2% below,31%,16%,12%,22%,33%,36.7083,-76.2763
Moore,South,Texas,2% below,31%,16%,12%,28%,33%,35.8374,-101.8929
Henderson,South,Texas,2% below,31%,17%,20%,32%,33%,32.1827,-95.8182
Uvalde,South,Texas,2% below,31%,17%,13%,29%,33%,29.3551,-99.7622
Polk,South,Florida,2% below,31%,17%,17%,28%,33%,28.0031,-81.7384
Erath,South,Texas,2% below,31%,17%,20%,24%,33%,32.214,-98.2274
Miller,South,Georgia,2% below,31%,18%,17%,35%,33%,31.1629,-84.7302
Madison,South,Virginia,2% below,31%,18%,10%,26%,33%,38.429,-78.2789
Dodge,South,Georgia,2% below,31%,18%,20%,31%,33%,32.1735,-83.1512
Nash,South,North Carolina,2% below,31%,19%,21%,31%,33%,35.9636,-77.977
Cleburne,South,Arkansas,2% below,31%,20%,17%,39%,33%,35.536,-92.0212
Prentiss,South,Mississippi,2% below,31%,20%,20%,38%,33%,34.6107,-88.5242
Madison,South,Alabama,2% below,31%,20%,15%,25%,33%,34.7333,-86.5722
Jefferson,South,Kentucky,2% below,31%,22%,17%,26%,33%,38.1944,-85.6526
Loving,South,Texas,2% below,31%,23%,18%,25%,33%,31.826,-103.5679
Sullivan,South,Tennessee,2% below,31%,25%,15%,36%,33%,36.5041,-82.3115
Braxton,South,West Virginia,2% below,31%,25%,16%,34%,33%,38.7116,-80.7316
Monroe,South,Kentucky,2% below,31%,26%,16%,28%,33%,36.7285,-85.7189
McMullen,South,Texas,2% below,31%,14%,11%,29%,33%,28.3555,-98.5677
Donley,South,Texas,2% below,31%,14%,19%,27%,33%,34.9669,-100.8141
Van Zandt,South,Texas,2% below,31%,15%,19%,35%,33%,32.6033,-95.8351
Shelby,South,Alabama,2% below,31%,16%,11%,24%,33%,33.2829,-86.6796
Lynn,South,Texas,2% below,31%,16%,15%,30%,33%,33.179,-101.8167
Taylor,South,Texas,2% below,31%,16%,19%,24%,33%,32.3045,-99.8901
Butts,South,Georgia,2% below,31%,17%,17%,30%,33%,33.3124,-83.948
Jackson,South,Mississippi,2% below,31%,18%,18%,30%,33%,30.5287,-88.6434
Rankin,South,Mississippi,2% below,31%,18%,15%,29%,33%,32.3185,-89.9417
Frio,South,Texas,2% below,31%,18%,12%,25%,33%,28.8624,-99.1075
Scott,South,Arkansas,2% below,31%,23%,17%,31%,33%,34.8835,-94.0785
Chambers,South,Texas,2% below,31%,15%,16%,27%,33%,29.7071,-94.5223
Dimmit,South,Texas,2% below,31%,15%,10%,27%,33%,28.4132,-99.7548
Giles,South,Virginia,2% below,31%,18%,11%,30%,33%,37.3145,-80.668
Bacon,South,Georgia,2% below,31%,18%,17%,28%,33%,31.5642,-82.446
Newton,South,Mississippi,2% below,31%,19%,19%,36%,33%,32.4054,-89.1188
Cumberland,South,Virginia,2% below,31%,20%,15%,24%,33%,37.526,-78.2218
Norfolk City,South,Virginia,2% below,31%,21%,19%,25%,33%,36.8988,-76.2389
Camden,South,Georgia,1% below,32%,16%,17%,25%,33%,30.9392,-81.677
Habersham,South,Georgia,1% below,32%,17%,14%,29%,33%,34.6308,-83.5159
Madison,South,Mississippi,1% below,32%,17%,18%,29%,33%,32.6428,-90.0085
Titus,South,Texas,1% below,32%,17%,17%,27%,33%,33.19,-94.9689
Webb,South,Texas,1% below,32%,18%,11%,27%,33%,27.7332,-99.288
Saline,South,Arkansas,1% below,32%,19%,15%,31%,33%,34.6353,-92.6621
Burke,South,North Carolina,1% below,32%,19%,17%,30%,33%,35.7795,-81.7535
Gilchrist,South,Florida,1% below,32%,19%,17%,31%,33%,29.749,-82.7979
Pulaski,South,Arkansas,1% below,32%,20%,21%,28%,33%,34.7548,-92.3139
Owen,South,Kentucky,1% below,32%,21%,14%,36%,33%,38.5319,-84.8467
Boyle,South,Kentucky,1% below,32%,22%,17%,29%,33%,37.6248,-84.8608
Hardin,South,Kentucky,1% below,32%,22%,16%,28%,33%,37.726,-85.94
Davidson,South,Tennessee,1% below,32%,22%,17%,26%,33%,36.1844,-86.7808
Henry,South,Kentucky,1% below,32%,24%,15%,33%,33%,38.4671,-85.1459
Estill,South,Kentucky,1% below,32%,26%,18%,32%,33%,37.6982,-83.9308
Goliad,South,Texas,1% below,32%,14%,14%,30%,33%,28.6571,-97.4682
Brazoria,South,Texas,1% below,32%,14%,16%,25%,33%,29.2123,-95.5313
New Kent,South,Virginia,1% below,32%,16%,8%,23%,33%,37.5016,-76.9992
Wharton,South,Texas,1% below,32%,16%,17%,29%,33%,29.299,-96.221
Carroll,South,Mississippi,1% below,32%,19%,20%,36%,33%,33.4438,-89.9616
Lauderdale,South,Alabama,1% below,32%,19%,15%,30%,33%,34.87,-87.5844
Lee,South,Mississippi,1% below,32%,19%,19%,34%,33%,34.2851,-88.685
Covington,South,Alabama,1% below,32%,20%,16%,36%,33%,31.2565,-86.4472
Telfair,South,Georgia,1% below,32%,22%,24%,32%,33%,31.9642,-82.9136
Van Buren,South,Tennessee,1% below,32%,23%,17%,37%,33%,35.6687,-85.4578
Cannon,South,Tennessee,1% below,32%,24%,14%,36%,33%,35.8086,-86.0519
San Patricio,South,Texas,1% below,32%,14%,14%,30%,33%,27.9997,-97.5016
Oldham,South,Texas,1% below,32%,16%,18%,27%,33%,35.4003,-102.6039
Grimes,South,Texas,1% below,32%,17%,19%,30%,33%,30.5451,-95.9916
Fannin,South,Texas,1% below,32%,17%,21%,31%,33%,33.6132,-96.1193
Hardeman,South,Texas,1% below,32%,19%,20%,28%,33%,34.315,-99.7365
Hernando,South,Florida,1% below,32%,19%,16%,26%,33%,28.5644,-82.4065
Pearl River,South,Mississippi,1% below,32%,19%,18%,31%,33%,30.7369,-89.5804
Lexington,South,South Carolina,1% below,32%,19%,12%,26%,33%,33.9239,-81.2837
Henry,South,Virginia,1% below,32%,20%,15%,36%,33%,36.6989,-79.9864
Nicholas,South,Kentucky,1% below,32%,22%,16%,34%,33%,38.3265,-83.9972
Crittenden,South,Kentucky,1% below,32%,23%,15%,31%,33%,37.3369,-88.0854
Kanawha,South,West Virginia,1% below,32%,23%,14%,30%,33%,38.2982,-81.5239
Warren,South,Tennessee,1% below,32%,24%,16%,32%,33%,35.6737,-85.7944
Medina,South,Texas,1% below,32%,14%,13%,28%,33%,29.4024,-99.1087
Eastland,South,Texas,1% below,32%,16%,19%,32%,33%,32.2936,-98.8015
Pulaski,South,Georgia,1% below,32%,16%,18%,31%,33%,32.2541,-83.4876
Coryell,South,Texas,1% below,32%,17%,22%,23%,33%,31.394,-97.8008
Cameron,South,Texas,1% below,32%,18%,14%,22%,33%,26.1073,-97.5787
Franklin,South,North Carolina,1% below,32%,20%,16%,29%,33%,36.0416,-78.3303
Monroe,South,West Virginia,1% below,32%,22%,12%,34%,33%,37.5557,-80.5468
Unicoi,South,Tennessee,1% below,32%,23%,16%,35%,33%,36.1074,-82.474
Searcy,South,Arkansas,1% below,32%,23%,19%,33%,33%,35.9134,-92.6797
Clark,South,Arkansas,1% below,32%,23%,23%,32%,33%,34.056,-93.1614
Adair,South,Kentucky,1% below,32%,24%,16%,32%,33%,37.1179,-85.3011
Lewis,South,Tennessee,1% below,32%,24%,17%,36%,33%,35.5284,-87.4866
Richland,South,South Carolina,1% below,32%,16%,18%,22%,33%,34.0064,-80.8509
Monroe,South,Georgia,1% below,32%,16%,15%,28%,33%,33.0262,-83.8828
Pamlico,South,North Carolina,1% below,32%,17%,16%,27%,33%,35.1476,-76.8618
Mecklenburg,South,Virginia,1% below,32%,19%,17%,27%,33%,36.7165,-78.3332
Montgomery,South,North Carolina,1% below,32%,21%,18%,28%,33%,35.3237,-79.8985
Acadia,South,Louisiana,1% below,32%,23%,14%,38%,33%,30.2656,-92.4008
Overton,South,Tennessee,1% below,32%,24%,16%,40%,33%,36.3423,-85.3089
Henderson,South,Kentucky,1% below,32%,25%,16%,29%,33%,37.8072,-87.5774
Union,South,Tennessee,1% below,32%,25%,16%,38%,33%,36.2996,-83.8313
Guadalupe,South,Texas,1% below,32%,14%,13%,24%,33%,29.6123,-97.9639
Wise,South,Texas,1% below,32%,14%,16%,24%,33%,33.2115,-97.6555
Nueces,South,Texas,1% below,32%,16%,14%,28%,33%,27.7778,-97.6629
Dallam,South,Texas,1% below,32%,17%,15%,26%,33%,36.2673,-102.6022
Webster,South,Georgia,1% below,32%,18%,19%,31%,33%,32.0757,-84.538
Aiken,South,South Carolina,1% below,32%,19%,15%,26%,33%,33.5377,-81.6614
Lanier,South,Georgia,1% below,32%,20%,19%,28%,33%,31.0139,-83.0752
Holmes,South,Florida,1% below,32%,21%,17%,36%,33%,30.8497,-85.8166
Fulton,South,Arkansas,1% below,32%,21%,18%,33%,33%,36.3698,-91.8038
Cumberland,South,North Carolina,1% below,32%,22%,20%,27%,33%,35.051,-78.8717
Vermilion,South,Louisiana,1% below,32%,22%,13%,33%,33%,29.8404,-92.2937
Polk,South,Arkansas,1% below,32%,23%,18%,34%,33%,34.4578,-94.1985
Clark,South,Kentucky,1% below,32%,23%,16%,29%,33%,37.9696,-84.156
Simpson,South,Kentucky,1% below,32%,23%,17%,32%,33%,36.7631,-86.5716
Calhoun,South,Alabama,1% below,32%,24%,18%,34%,33%,33.7625,-85.8417
Hickman,South,Tennessee,1% below,32%,24%,15%,38%,33%,35.8058,-87.4715
Jackson,South,Tennessee,1% below,32%,24%,16%,39%,33%,36.3639,-85.6655
Grainger,South,Tennessee,1% below,32%,25%,16%,39%,33%,36.2508,-83.5495
Campbell,South,Tennessee,1% below,32%,26%,18%,34%,33%,36.3853,-84.1333
Lavaca,South,Texas,1% below,32%,14%,16%,31%,33%,29.3566,-96.8972
Dawson,South,Texas,1% below,32%,16%,15%,26%,33%,32.737,-101.9478
Rabun,South,Georgia,1% below,32%,16%,16%,24%,33%,34.8585,-83.4531
Stone,South,Mississippi,1% below,32%,19%,17%,31%,33%,30.785,-89.113
Muscogee,South,Georgia,1% below,32%,19%,21%,28%,33%,32.4916,-84.8638
Levy,South,Florida,1% below,32%,19%,18%,31%,33%,29.2967,-82.749
McCracken,South,Kentucky,1% below,32%,20%,16%,28%,33%,37.0851,-88.7237
Cleveland,South,North Carolina,1% below,32%,20%,19%,30%,33%,35.3743,-81.5594
Hampton City,South,Virginia,1% below,32%,20%,17%,25%,33%,37.0509,-76.407
Lee,South,Georgia,1% below,32%,15%,14%,25%,33%,31.7691,-84.1367
Dade,South,Georgia,1% below,32%,16%,14%,27%,33%,34.8062,-85.5116
Camp,South,Texas,1% below,32%,17%,21%,28%,33%,32.99,-94.9935
Morgan,South,Alabama,1% below,32%,19%,14%,31%,33%,34.4947,-86.834
Candler,South,Georgia,1% below,32%,20%,19%,31%,33%,32.4128,-82.0614
Charlotte,South,Virginia,1% below,32%,20%,16%,28%,33%,36.9742,-78.6045
Pocahontas,South,West Virginia,1% below,32%,23%,15%,28%,33%,38.3891,-79.9839
Orleans,South,Louisiana,1% below,32%,23%,22%,26%,33%,30.0207,-89.9829
Emporia City,South,Virginia,1% below,32%,24%,25%,30%,33%,36.6973,-77.535
Houston,South,Georgia,1% below,32%,16%,16%,24%,33%,32.4877,-83.6449
Panola,South,Texas,1% below,32%,16%,19%,30%,33%,32.1837,-94.3114
Camden,South,North Carolina,1% below,32%,16%,13%,24%,33%,36.3576,-76.171
Deaf Smith,South,Texas,1% below,32%,17%,11%,29%,33%,34.9635,-102.6051
Baker,South,Georgia,1% below,32%,18%,23%,29%,33%,31.2669,-84.4974
Ascension,South,Louisiana,1% below,32%,19%,11%,28%,33%,30.2049,-90.892
Coffee,South,Georgia,1% below,32%,19%,19%,34%,33%,31.5867,-82.8437
Wayne,South,Georgia,1% below,32%,19%,19%,30%,33%,31.5786,-81.9153
Jefferson,South,Louisiana,1% below,32%,19%,14%,31%,33%,29.758,-90.1332
Edgefield,South,South Carolina,1% below,32%,20%,16%,27%,33%,33.7548,-81.9474
East Baton Rouge,South,Louisiana,1% below,32%,20%,17%,25%,33%,30.5161,-91.0892
Yadkin,South,North Carolina,1% below,32%,20%,14%,26%,33%,36.1664,-80.657
Wilcox,South,Georgia,1% below,32%,20%,22%,27%,33%,31.989,-83.45
Burke,South,Georgia,1% below,32%,21%,24%,28%,33%,33.0511,-81.9246
Jenkins,South,Georgia,1% below,32%,22%,25%,28%,33%,32.7878,-81.9779
Bledsoe,South,Tennessee,1% below,32%,25%,17%,39%,33%,35.5632,-85.2671
Upshur,South,Texas,1% below,32%,15%,19%,29%,33%,32.7068,-94.9274
Gaines,South,Texas,1% below,32%,16%,14%,26%,33%,32.7355,-102.6352
Terry,South,Texas,1% below,32%,16%,14%,28%,33%,33.1754,-102.3353
Putnam,South,Georgia,1% below,32%,17%,16%,25%,33%,33.3256,-83.3438
Elbert,South,Georgia,1% below,32%,17%,19%,29%,33%,34.1232,-82.8596
Madison,South,Georgia,1% below,32%,17%,14%,28%,33%,34.1361,-83.2063
Blount,South,Alabama,1% below,32%,19%,12%,29%,33%,34.0126,-86.5339
Pulaski,South,Virginia,1% below,32%,20%,12%,26%,33%,37.0622,-80.7281
Chowan,South,North Carolina,1% below,32%,20%,22%,28%,33%,36.1793,-76.6506
Jackson,South,North Carolina,1% below,32%,20%,17%,28%,33%,35.2632,-83.1162
Fayette,South,Alabama,1% below,32%,21%,17%,31%,33%,33.7201,-87.7385
Chester,South,Tennessee,1% below,32%,22%,17%,29%,33%,35.4232,-88.6014
Washington,South,Tennessee,1% below,32%,23%,16%,33%,33%,36.2721,-82.4879
Nelson,South,Kentucky,1% below,32%,23%,15%,30%,33%,37.7582,-85.5289
Obion,South,Tennessee,1% below,32%,23%,18%,39%,33%,36.3627,-89.1733
Frederick,South,Virginia,on par with,33%,15%,8%,24%,33%,39.2372,-78.2234
Bastrop,South,Texas,on par with,33%,16%,16%,29%,33%,30.1035,-97.3242
Wilkes,South,Georgia,on par with,33%,18%,22%,30%,33%,33.7943,-82.7783
Putnam,South,West Virginia,on par with,33%,19%,11%,29%,33%,38.4762,-81.891
Marshall,South,Kentucky,on par with,33%,19%,13%,29%,33%,36.9053,-88.3329
Gulf,South,Florida,on par with,33%,19%,18%,28%,33%,29.9344,-85.2103
Hot Spring,South,Arkansas,on par with,33%,21%,18%,37%,33%,34.3241,-93.0135
Lamar,South,Alabama,on par with,33%,21%,17%,33%,33%,33.7932,-88.0966
Jefferson,South,West Virginia,on par with,33%,22%,11%,28%,33%,39.3165,-77.8596
Marshall,South,West Virginia,on par with,33%,22%,14%,28%,33%,39.8776,-80.6555
DeKalb,South,Tennessee,on par with,33%,23%,15%,40%,33%,35.977,-85.8391
Barren,South,Kentucky,on par with,33%,24%,16%,31%,33%,36.9559,-85.9523
Wolfe,South,Kentucky,on par with,33%,30%,22%,34%,33%,37.7403,-83.489
DeWitt,South,Texas,on par with,33%,15%,15%,33%,33%,29.0996,-97.3051
Highlands,South,Florida,on par with,33%,16%,16%,29%,33%,27.3401,-81.3049
Tyler,South,Texas,on par with,33%,16%,22%,31%,33%,30.7932,-94.3877
Nacogdoches,South,Texas,on par with,33%,18%,23%,26%,33%,31.5347,-94.5952
Thomas,South,Georgia,on par with,33%,19%,21%,24%,33%,30.8684,-83.9073
Campbell,South,Virginia,on par with,33%,19%,12%,29%,33%,37.2284,-79.0965
Dinwiddie,South,Virginia,on par with,33%,19%,14%,29%,33%,37.0729,-77.6462
Dixie,South,Florida,on par with,33%,20%,18%,32%,33%,29.5671,-83.1715
Fayette,South,Tennessee,on par with,33%,20%,16%,34%,33%,35.2022,-89.4141
Bullitt,South,Kentucky,on par with,33%,20%,12%,33%,33%,37.9623,-85.7158
Quitman,South,Georgia,on par with,33%,20%,23%,30%,33%,31.8817,-85.0187
Lancaster,South,South Carolina,on par with,33%,20%,16%,24%,33%,34.7677,-80.695
Hamilton,South,Florida,on par with,33%,21%,21%,33%,33%,30.476,-82.9714
Campbell,South,Kentucky,on par with,33%,22%,14%,25%,33%,38.962,-84.3659
Mercer,South,Kentucky,on par with,33%,22%,15%,30%,33%,37.8246,-84.8676
Hancock,South,Kentucky,on par with,33%,22%,13%,27%,33%,37.8268,-86.7573
Todd,South,Kentucky,on par with,33%,24%,16%,34%,33%,36.8587,-87.1772
Jones,South,Georgia,on par with,33%,15%,16%,29%,33%,33.0137,-83.5574
Bowie,South,Texas,on par with,33%,18%,23%,30%,33%,33.4761,-94.3949
Person,South,North Carolina,on par with,33%,19%,18%,27%,33%,36.3907,-78.9725
Cherokee,South,Alabama,on par with,33%,20%,15%,31%,33%,34.2345,-85.6478
Scott,South,Virginia,on par with,33%,20%,13%,31%,33%,36.7396,-82.5828
Tuscaloosa,South,Alabama,on par with,33%,20%,18%,28%,33%,33.3076,-87.5001
Clay,South,Arkansas,on par with,33%,23%,21%,40%,33%,36.3498,-90.4135
Perry,South,Tennessee,on par with,33%,24%,18%,36%,33%,35.6326,-87.8588
Anderson,South,South Carolina,on par with,33%,18%,14%,30%,33%,34.5146,-82.6588
Marion,South,Georgia,on par with,33%,19%,17%,31%,33%,32.3437,-84.5242
Pope,South,Arkansas,on par with,33%,21%,18%,28%,33%,35.4305,-93.0741
Washington,South,North Carolina,on par with,33%,21%,22%,29%,33%,35.8405,-76.5773
Cheatham,South,Tennessee,on par with,33%,22%,13%,35%,33%,36.2485,-87.0841
Wayne,South,Tennessee,on par with,33%,25%,17%,37%,33%,35.2527,-87.7805
Hutchinson,South,Texas,on par with,33%,17%,17%,30%,33%,35.8101,-101.3545
Gonzales,South,Texas,on par with,33%,17%,15%,31%,33%,29.4484,-97.5027
Beaufort,South,North Carolina,on par with,33%,18%,19%,29%,33%,35.4781,-76.6975
Toombs,South,Georgia,on par with,33%,19%,20%,27%,33%,32.1275,-82.3265
Itawamba,South,Mississippi,on par with,33%,19%,17%,38%,33%,34.2716,-88.3623
Anderson,South,Kentucky,on par with,33%,21%,13%,28%,33%,38.0072,-84.9809
Walker,South,Alabama,on par with,33%,22%,16%,34%,33%,33.7599,-87.2766
Madison,South,Arkansas,on par with,33%,23%,17%,33%,33%,36.0208,-93.6975
Marshall,South,Tennessee,on par with,33%,24%,16%,37%,33%,35.484,-86.778
Bedford City,South,Virginia,on par with,33%,0%,17%,25%,33%,37.3125,-79.5652
Hamilton,South,Texas,on par with,33%,13%,18%,30%,33%,31.7167,-98.0987
Marion,South,Texas,on par with,33%,17%,24%,33%,33%,32.7826,-94.3622
Lamar,South,Georgia,on par with,33%,17%,19%,30%,33%,33.0706,-84.1453
Harrison,South,Texas,on par with,33%,17%,21%,30%,33%,32.5634,-94.3724
Jasper,South,Texas,on par with,33%,17%,23%,31%,33%,30.7013,-93.9986
Pontotoc,South,Mississippi,on par with,33%,18%,16%,36%,33%,34.2247,-89.0355
Alexander,South,North Carolina,on par with,33%,19%,15%,26%,33%,35.9161,-81.181
Harnett,South,North Carolina,on par with,33%,20%,17%,28%,33%,35.3877,-78.839
Harrison,South,Mississippi,on par with,33%,21%,20%,30%,33%,30.4902,-89.1126
Franklin,South,Kentucky,on par with,33%,21%,16%,29%,33%,38.2397,-84.8667
Izard,South,Arkansas,on par with,33%,22%,19%,35%,33%,36.0656,-91.8977
Carlisle,South,Kentucky,on par with,33%,22%,14%,31%,33%,36.8632,-88.9716
Green,South,Kentucky,on par with,33%,24%,16%,31%,33%,37.2912,-85.5544
Webster,South,Louisiana,on par with,33%,24%,17%,36%,33%,32.7147,-93.3158
Greene,South,Tennessee,on par with,33%,24%,17%,38%,33%,36.171,-82.9074
Stafford,South,Virginia,on par with,33%,16%,8%,22%,33%,38.4174,-77.4766
Walker,South,Georgia,on par with,33%,17%,15%,32%,33%,34.7861,-85.3261
Greenwood,South,South Carolina,on par with,33%,18%,18%,25%,33%,34.1825,-82.0799
Southampton,South,Virginia,on par with,33%,19%,15%,33%,33%,36.7705,-77.0963
Pittsylvania,South,Virginia,on par with,33%,19%,13%,30%,33%,36.8385,-79.3957
St. Clair,South,Alabama,on par with,33%,20%,13%,29%,33%,33.6907,-86.3647
Suwannee,South,Florida,on par with,33%,21%,18%,29%,33%,30.163,-83.0132
Buckingham,South,Virginia,on par with,33%,21%,16%,33%,33%,37.5633,-78.5588
Oktibbeha,South,Mississippi,on par with,33%,21%,25%,27%,33%,33.4203,-88.8794
Montgomery,South,Arkansas,on par with,33%,21%,18%,32%,33%,34.5437,-93.6686
Little River,South,Arkansas,on par with,33%,21%,18%,33%,33%,33.7397,-94.2264
